x_m,y_m,z_m,volume_m3,U_x_m_per_s,U_y_m_per_s,U_z_m_per_s,T_K,p_Pa
3.025,3.58121768897e-18,1.9,0.0003333,1.03682033107,0.0,-0.00283194811051,299.999963243,99999.9786653
3.075,8.4711765902e-19,1.9,0.0003333,1.03549203454,0.0,-0.00275360517623,299.999964631,99999.9800694
3.125,-2.6377265035e-18,1.9,0.0003333,1.03420066158,0.0,-0.00268018829236,299.999965979,99999.9814208
3.175,8.4711765902e-19,1.9,0.0003333,1.03294375832,0.0,-0.00261163799867,299.999967292,99999.9827228
3.225,-2.6377265035e-18,1.9,0.0003333,1.03171890384,0.0,-0.00254789233802,299.99996857,99999.9839784
3.275,3.58121768897e-18,1.9,0.0003333,1.03052371094,0.0,-0.00248888809398,299.999969817,99999.9851906
3.325,8.4711765902e-19,1.9,0.0003333,1.02935582624,0.0,-0.00243456179828,299.999971035,99999.9863625
3.375,-2.6377265035e-18,1.9,0.0003333,1.02821292973,0.0,-0.00238485074423,299.999972227,99999.9874969
3.425,8.4711765902e-19,1.9,0.0003333,1.02709273403,0.0,-0.00233969381074,299.999973395,99999.9885967
3.475,-2.6377265035e-18,1.9,0.0003333,1.02599298259,0.0,-0.00229903228852,299.999974541,99999.9896647
3.525,3.58121768897e-18,1.9,0.0003333,1.02491145074,0.0,-0.00226281054099,299.999975667,99999.9907037
3.575,8.4711765902e-19,1.9,0.0003333,1.02384593291,0.0,-0.00223097688215,299.999976777,99999.9917164
3.625,-2.6377265035e-18,1.9,0.0003333,1.02279428688,0.0,-0.00220348434657,299.999977872,99999.9927054
3.675,8.4711765902e-19,1.9,0.0003333,1.0217542406,0.0,-0.00218029213111,299.999978955,99999.9936732
3.725,-2.6377265035e-18,1.9,0.0003333,1.02072417498,0.0,-0.00216136727833,299.999980027,99999.994623
3.775,3.58121768897e-18,1.9,0.0003333,1.01969987818,0.0,-0.00214668844832,299.999981092,99999.9955555
3.825,8.4711765902e-19,1.9,0.0003333,1.01868790089,0.0,-0.00213625233452,299.999982145,99999.99648
3.875,-2.6377265035e-18,1.9,0.0003333,1.0176504723,0.0,-0.00213006450859,299.999983222,99999.9973719
3.925,8.4711765902e-19,1.9,0.0003333,1.01673253944,0.0,-0.00212828912414,299.999984179,99999.9983449
3.975,-2.6377265035e-18,1.9,0.0003333,1.01532559755,0.0,-0.00213046388336,299.999985627,99999.9989442
-1.975,8.46990597724e-19,1.966665,0.00033335,1.00009754626,0.0,0.000180304663805,299.999999903,100000.027035
-1.925,0.0,1.966665,0.00033335,1.00046607172,0.0,0.0003608917855,299.999999537,100000.026809
-1.875,0.0,1.966665,0.00033335,1.00114713466,0.0,0.000541899158581,299.99999886,100000.026181
-1.825,0.0,1.966665,0.00033335,1.00209948003,0.0,0.000723485713533,299.999997912,100000.02523
-1.775,9.43364124168e-19,1.966665,0.00033335,1.00332012546,0.0,0.000905761437354,299.999996696,100000.023971
-1.725,8.46990597724e-19,1.966665,0.00033335,1.00481443805,0.0,0.00108878642184,299.999995206,100000.022394
-1.675,0.0,1.966665,0.00033335,1.00658379635,0.0,0.00127256015764,299.999993439,100000.020495
-1.625,0.0,1.966665,0.00033335,1.00862870558,0.0,0.0014570073909,299.999991392,100000.018271
-1.575,0.0,1.966665,0.00033335,1.01094991398,0.0,0.00164196534681,299.999989064,100000.01572
-1.525,9.43364124168e-19,1.966665,0.00033335,1.01354792875,0.0,0.00182717152227,299.999986452,100000.01284
-1.475,8.46990597724e-19,1.966665,0.00033335,1.01642273484,0.0,0.00201225163159,299.999983554,100000.009626
-1.425,0.0,1.966665,0.00033335,1.01957365723,0.0,0.00219670777775,299.999980368,100000.006078
-1.375,0.0,1.966665,0.00033335,1.02299918186,0.0,0.00237990775924,299.999976894,100000.002193
-1.325,0.0,1.966665,0.00033335,1.02669674497,0.0,0.00256107556176,299.99997313,99999.9979714
-1.275,9.43364124168e-19,1.966665,0.00033335,1.03066251238,0.0,0.00273928371771,299.999969078,99999.9934124
-1.225,8.46990597724e-19,1.966665,0.00033335,1.03489115086,0.0,0.00291344809049,299.999964741,99999.9885182
-1.175,9.43364124168e-19,1.966665,0.00033335,1.03937559345,0.0,0.00308232571215,299.999960122,99999.9832926
-1.125,0.0,1.966665,0.00033335,1.04410680423,0.0,0.00324451641522,299.999955227,99999.9777411
-1.075,0.0,1.966665,0.00033335,1.04907354873,0.0,0.00339846911811,299.999950064,99999.971872
-1.025,9.43364124168e-19,1.966665,0.00033335,1.05426217735,0.0,0.00354249336622,299.999944645,99999.9656965
-0.975,8.46990597724e-19,1.966665,0.00033335,1.05965643015,0.0,0.00367477698139,299.999938982,99999.9592285
-0.925,0.0,1.966665,0.00033335,1.06523727255,0.0,0.00379341039471,299.999933094,99999.9524861
-0.875,0.0,1.966665,0.00033335,1.07098277219,0.0,0.00389641807166,299.999926999,99999.9454907
-0.825,0.0,1.966665,0.00033335,1.07686802749,0.0,0.00398179733352,299.999920722,99999.938268
-0.775,9.43364124168e-19,1.966665,0.00033335,1.08286515912,0.0,0.00404756428971,299.999914291,99999.9308479
-0.725,8.46990597724e-19,1.966665,0.00033335,1.08894337458,0.0,0.00409180646608,299.999907736,99999.9232649
-0.675,0.0,1.966665,0.00033335,1.09506911514,0.0,0.00411274097557,299.999901093,99999.9155575
-0.625,0.0,1.966665,0.00033335,1.10120629259,0.0,0.00410877673744,299.999894401,99999.9077689
-0.575,-9.63735264432e-20,1.966665,0.00033335,1.10731662047,0.0,0.00407857854526,299.9998877,99999.899946
-0.525,0.0,1.966665,0.00033335,1.11336004087,0.0,0.00402113028985,299.999881037,99999.8921396
-0.475,-1.79035472189e-18,1.966665,0.00033335,1.11929524357,0.0,0.00393579434939,299.999874458,99999.8844032
-0.425,-1.79035472189e-18,1.966665,0.00033335,1.12508026945,0.0,0.00382236359476,299.999868012,99999.8767931
-0.375,0.0,1.966665,0.00033335,1.13067318493,0.0,0.00368110263404,299.999861748,99999.8693668
-0.325,-1.79035472189e-18,1.966665,0.00033335,1.13603280874,0.0,0.00351277501332,299.999855717,99999.8621824
-0.275,0.0,1.966665,0.00033335,1.14111946802,0.0,0.00331865357659,299.999849967,99999.8552974
-0.225,0.0,1.966665,0.00033335,1.14589575658,0.0,0.00310051203289,299.999844544,99999.8487675
-0.175,-9.43364124168e-19,1.966665,0.00033335,1.15032726623,0.0,0.00286059683275,299.999839492,99999.8426458
-0.125,-1.79035472189e-18,1.966665,0.00033335,1.15438326096,0.0,0.00260157976581,299.999834852,99999.8369809
-0.075,0.0,1.966665,0.00033335,1.15803726586,0.0,0.00232649289807,299.999830658,99999.8318166
-0.025,-2.73371884606e-18,1.966665,0.00033335,1.16126754537,0.0,0.00203864883395,299.999826939,99999.8271905
0.025,-1.79035472189e-18,1.966665,0.00033335,1.16405745162,0.0,0.00174155023196,299.999823719,99999.8231334
0.075,0.0,1.966665,0.00033335,1.16639562922,0.0,0.00143879310208,299.999821014,99999.8196686
0.125,-1.79035472189e-18,1.966665,0.00033335,1.16827607243,0.0,0.00113396906502,299.999818835,99999.8168119
0.175,-9.43364124168e-19,1.966665,0.00033335,1.1696980329,0.0,0.000830569948693,299.999817186,99999.814571
0.225,-1.79035472189e-18,1.966665,0.00033335,1.17066580152,0.0,0.000531903786688,299.999816062,99999.812946
0.275,-1.79035472189e-18,1.966665,0.00033335,1.17118833613,0.0,0.000241005947378,299.999815455,99999.8119295
0.325,0.0,1.966665,0.00033335,1.17127883733,0.0,-3.94006284719e-05,299.999815351,99999.8115077
0.375,0.0,1.966665,0.00033335,1.17095434984,0.0,-0.000307042473426,299.99981573,99999.8116606
0.425,-1.79035472189e-18,1.966665,0.00033335,1.17023500745,0.0,-0.00055995884256,299.999816567,99999.8123629
0.475,0.0,1.966665,0.00033335,1.16914379219,0.0,-0.000796600345526,299.999817836,99999.8135843
0.525,0.0,1.966665,0.00033335,1.16770569809,0.0,-0.00101580856474,299.999819505,99999.8152908
0.575,0.0,1.966665,0.00033335,1.16594716266,0.0,-0.00121678868025,299.999821544,99999.8174457
0.625,0.0,1.966665,0.00033335,1.16389555966,0.0,-0.00139908879483,299.999823919,99999.8200106
0.675,0.0,1.966665,0.00033335,1.16157870919,0.0,-0.001562569981,299.999826596,99999.822946
0.725,9.43364124168e-19,1.966665,0.00033335,1.15902444004,0.0,-0.00170736982903,299.999829541,99999.8262121
0.775,8.46990597724e-19,1.966665,0.00033335,1.15626021471,0.0,-0.00183386348117,299.99983272,99999.8297695
0.825,0.0,1.966665,0.00033335,1.15331281443,0.0,-0.00194262430203,299.999836102,99999.8335796
0.875,0.0,1.966665,0.00033335,1.15020808171,0.0,-0.0020343855001,299.999839656,99999.8376053
0.925,0.0,1.966665,0.00033335,1.14697071719,0.0,-0.00211000408592,299.999843351,99999.8418107
0.975,9.43364124168e-19,1.966665,0.00033335,1.1436241261,0.0,-0.00217042792063,299.99984716,99999.8461623
1.025,8.46990597724e-19,1.966665,0.00033335,1.14019030899,0.0,-0.00221666641271,299.999851057,99999.8506286
1.075,9.43364124168e-19,1.966665,0.00033335,1.13668979079,0.0,-0.00224976502628,299.999855017,99999.85518
1.125,0.0,1.966665,0.00033335,1.1331415827,0.0,-0.00227078371193,299.99985902,99999.8597896
1.175,0.0,1.966665,0.00033335,1.12956317153,0.0,-0.00228077892137,299.999863044,99999.8644327
1.225,9.43364124168e-19,1.966665,0.00033335,1.12597053152,0.0,-0.00228078910576,299.999867072,99999.8690866
1.275,8.46990597724e-19,1.966665,0.00033335,1.12237815426,0.0,-0.0022718231913,299.999871087,99999.8737313
1.325,0.0,1.966665,0.00033335,1.11879909283,0.0,-0.00225485174594,299.999875074,99999.8783485
1.375,0.0,1.966665,0.00033335,1.11524501695,0.0,-0.00223080050185,299.999879022,99999.8829223
1.425,0.0,1.966665,0.00033335,1.11172627605,0.0,-0.00220054574483,299.999882918,99999.8874386
1.475,9.43364124168e-19,1.966665,0.00033335,1.10825196821,0.0,-0.00216491138413,299.999886754,99999.8918851
1.525,8.46990597724e-19,1.966665,0.00033335,1.1048300128,0.0,-0.00212466728125,299.99989052,99999.8962513
1.575,0.0,1.966665,0.00033335,1.1014672252,0.0,-0.00208052870177,299.999894211,99999.9005282
1.625,0.0,1.966665,0.00033335,1.09816939253,0.0,-0.00203315662846,299.99989782,99999.9047084
1.675,0.0,1.966665,0.00033335,1.09494134891,0.0,-0.00198315866431,299.999901342,99999.9087856
1.725,9.43364124168e-19,1.966665,0.00033335,1.09178704981,0.0,-0.00193109056244,299.999904775,99999.9127551
1.775,8.46990597724e-19,1.966665,0.00033335,1.08870964452,0.0,-0.00187745807117,299.999908115,99999.9166131
1.825,0.0,1.966665,0.00033335,1.08571154635,0.0,-0.00182271910392,299.999911361,99999.9203567
1.875,0.0,1.966665,0.00033335,1.08279449999,0.0,-0.00176728611502,299.999914511,99999.923984
1.925,0.0,1.966665,0.00033335,1.07995964594,0.0,-0.00171152860989,299.999917565,99999.9274942
1.975,9.43364124168e-19,1.966665,0.00033335,1.07720758153,0.0,-0.0016557757558,299.999920523,99999.9308867
2.025,0.0,1.966665,0.00033335,1.0745384186,0.0,-0.00160031899713,299.999923385,99999.934162
2.075,9.63735264432e-20,1.966665,0.00033335,1.07195183748,0.0,-0.00154541475195,299.999926153,99999.9373208
2.125,0.0,1.966665,0.00033335,1.06944713749,0.0,-0.00149128699292,299.999928828,99999.9403646
2.175,0.0,1.966665,0.00033335,1.06702328371,0.0,-0.00143812982604,299.999931411,99999.943295
2.225,0.0,1.966665,0.00033335,1.06467895036,0.0,-0.00138611002456,299.999933905,99999.9461143
2.275,0.0,1.966665,0.00033335,1.0624125605,0.0,-0.00133536940156,299.999936312,99999.9488249
2.325,9.63735264432e-20,1.966665,0.00033335,1.06022232236,0.0,-0.00128602714868,299.999938633,99999.9514294
2.375,0.0,1.966665,0.00033335,1.05810626244,0.0,-0.00123818205463,299.999940873,99999.9539308
2.425,0.0,1.966665,0.00033335,1.0560622554,0.0,-0.00119191459468,299.999943034,99999.9563321
2.475,0.0,1.966665,0.00033335,1.054088051,0.0,-0.00114728888149,299.999945117,99999.9586366
2.525,0.0,1.966665,0.00033335,1.05218129815,0.0,-0.00110435456449,299.999947127,99999.9608476
2.575,9.63735264432e-20,1.966665,0.00033335,1.05033956633,0.0,-0.00106314849954,299.999949066,99999.9629685
2.625,0.0,1.966665,0.00033335,1.04856036444,0.0,-0.00102369636567,299.999950936,99999.9650027
2.675,9.63735264432e-20,1.966665,0.00033335,1.04684115746,0.0,-0.000986014164949,299.999952742,99999.9669538
2.725,0.0,1.966665,0.00033335,1.04517938085,0.0,-0.000950109521324,299.999954486,99999.9688251
2.775,-1.79035472189e-18,1.966665,0.00033335,1.04357245301,0.0,-0.000915982963025,299.999956171,99999.9706202
2.825,9.63735264432e-20,1.966665,0.00033335,1.042017786,0.0,-0.00088362904386,299.999957799,99999.9723426
2.875,0.0,1.966665,0.00033335,1.04051279456,0.0,-0.00085303728691,299.999959374,99999.9739957
2.925,9.63735264432e-20,1.966665,0.00033335,1.03905490353,0.0,-0.000824193218333,299.999960899,99999.9755829
2.975,0.0,1.966665,0.00033335,1.03764155429,0.0,-0.000797079077763,299.999962377,99999.9771076
3.025,-1.79035472189e-18,1.966665,0.00033335,1.03627020939,0.0,-0.000771674605255,299.999963809,99999.9785731
3.075,9.63735264432e-20,1.966665,0.00033335,1.03493835681,0.0,-0.000747957669588,299.9999652,99999.9799827
3.125,0.0,1.966665,0.00033335,1.03364351276,0.0,-0.000725904808062,299.999966551,99999.9813396
3.175,9.63735264432e-20,1.966665,0.00033335,1.03238322385,0.0,-0.000705491761197,299.999967866,99999.9826469
3.225,0.0,1.966665,0.00033335,1.03115506864,0.0,-0.000686693849795,299.999969147,99999.9839077
3.275,-1.79035472189e-18,1.966665,0.00033335,1.02995665841,0.0,-0.00066948635371,299.999970396,99999.9851251
3.325,9.63735264432e-20,1.966665,0.00033335,1.02878563743,0.0,-0.000653844787649,299.999971616,99999.9863021
3.375,0.0,1.966665,0.00033335,1.02763968264,0.0,-0.000639745192583,299.99997281,99999.9874414
3.425,9.63735264432e-20,1.966665,0.00033335,1.02651650302,0.0,-0.00062716432283,299.99997398,99999.9885461
3.475,0.0,1.966665,0.00033335,1.02541383793,0.0,-0.000616079765937,299.999975128,99999.9896189
3.525,-1.79035472189e-18,1.966665,0.00033335,1.0243294585,0.0,-0.000606470014414,299.999976257,99999.9906626
3.575,9.63735264432e-20,1.966665,0.00033335,1.02326115512,0.0,-0.000598314375818,299.999977369,99999.9916799
3.625,0.0,1.966665,0.00033335,1.02220678207,0.0,-0.00059159267259,299.999978466,99999.9926735
3.675,9.63735264432e-20,1.966665,0.00033335,1.02116406502,0.0,-0.000586284942125,299.999979551,99999.9936459
3.725,0.0,1.966665,0.00033335,1.02013138418,0.0,-0.000582370479478,299.999980624,99999.9946
3.775,-1.79035472189e-18,1.966665,0.00033335,1.01910453134,0.0,-0.000579827441667,299.999981692,99999.9955369
3.825,9.63735264432e-20,1.966665,0.00033335,1.01809006941,0.0,-0.000578628423582,299.999982746,99999.9964657
3.875,0.0,1.966665,0.00033335,1.01705022145,0.0,-0.000578742503595,299.999983825,99999.9973618
3.925,9.63735264432e-20,1.966665,0.00033335,1.01613014217,0.0,-0.000580126894724,299.999984783,99999.9983388
3.975,0.0,1.966665,0.00033335,1.01472038848,0.0,-0.000582651775898,299.999986233,99999.9989418
0.531670348203,-4.55937201927e-20,-0.0222835457563,0.000284569448195,-0.158953842314,-1.36303929501e-13,-0.0714952530383,304.938331189,99999.8104752
0.527940781339,1.98439011164e-18,-0.0666943018467,0.000284565332285,-0.138247408664,5.63055629824e-13,-0.165023464793,305.30469883,99999.7966313
0.520509055622,2.07814448759e-18,-0.110637641016,0.00028457175222,-0.13274630409,-4.71406187297e-13,-0.241673654209,305.803498299,99999.7649353
0.509425524705,1.08599037807e-18,-0.153804632451,0.00028456667645,-0.135033309872,0.0,-0.28290106503,306.461031797,99999.735742
0.494768982991,1.08598120766e-18,-0.195892462663,0.00028456927565,-0.146365616136,-5.9786488465e-13,-0.289651594082,307.295423034,99999.7189038
0.476641733525,0.0,-0.236606920347,0.00028457575305,-0.136155619205,-2.97165728809e-20,-0.240904650376,308.168216818,99999.7158015
0.455171306174,2.171993734e-18,-0.27566155811,0.0002845648712,-0.0690299513628,0.0,-0.177386868883,308.9815682,99999.7398431
0.430508589922,-1.08597355721e-18,-0.31278251509,0.000284571374,0.142145700914,0.0,-0.0984270800952,305.730879657,99999.7499271
0.402825033149,-9.37992933971e-20,-0.347710051175,0.00028457566135,0.36362185394,0.0,0.0317697481855,302.071451649,99999.7046364
0.372316400791,-3.07043925947e-18,-0.380197647314,0.0002845602075,0.538500105144,9.16580938949e-13,0.138845431395,301.718442589,99999.588309
0.339197290189,0.0,-0.410018650497,0.0002845692599,0.737790973179,-5.38253172902e-13,0.217846057909,301.554378828,99999.4336711
0.303698011384,-2.17193123459e-18,-0.436964243585,0.0002845737096,0.93909123618,0.0,0.257597113525,301.43746096,99999.2504884
0.266068599342,9.37998028172e-20,-0.460844722764,0.00028456990365,1.13397387402,-9.14197361581e-14,0.260063060814,301.345952761,99999.0561854
0.226573149175,2.1719677151e-18,-0.481492521552,0.0002845685506,1.31378562887,1.61104418058e-13,0.227552285652,301.268522933,99998.8655022
0.185488221549,3.07036040737e-18,-0.498762896934,0.00028456762635,1.47206362904,0.0,0.164688270037,301.200294654,99998.6913537
0.143101958501,-9.38000890068e-20,-0.512534504347,0.0002845731896,1.60408928113,0.0,0.0772624053588,301.1383958,99998.5434875
0.0997123669777,0.0,-0.52271154605,0.000284567528675,1.70694598896,0.0,-0.028359961102,301.080949393,99998.4287324
0.0556235495193,-2.17196548226e-18,-0.529221914126,0.0002845688518,1.77924797714,-3.07524001607e-14,-0.145810338712,301.026648471,99998.3512343
0.0111442730233,0.0,-0.532020218568,0.00028456819905,1.82095191431,2.24371032309e-14,-0.26908990004,300.974514221,99998.3126297
-0.0334128857773,-2.07816876037e-18,-0.531087125232,0.000284568420585,1.83309750096,-7.36313499599e-15,-0.392820733877,300.923790467,99998.3126173
-0.0777361913684,1.0859760699e-18,-0.526428876488,0.000284570604115,1.81752893001,1.00298169268e-19,-0.512420008763,300.873845889,99998.3491271
-0.121514277715,0.0,-0.518077734233,0.000284570919835,1.77631827366,-2.93184824262e-14,-0.62432012072,300.82412676,99998.4202889
-0.164439340704,-1.98438799651e-18,-0.506092524496,0.0002845656356,1.71117808905,5.89585153072e-14,-0.727416989186,300.778497934,99998.5262674
-0.20621137438,0.0,-0.490557954832,0.00028456946075,1.62403857508,-1.73608350734e-19,-0.819311536817,300.739724917,99998.6643134
-0.246537121085,2.07818123071e-18,-0.471582342173,0.00028456655815,1.51773590958,0.0,-0.895884508809,300.706542348,99998.8297153
-0.285133518699,0.0,-0.449298863003,0.00028457173425,1.39582805349,-6.36421421242e-14,-0.953770053133,300.678008893,99999.0169484
-0.32173001231,0.0,-0.423863764722,0.00028457000825,1.26223587181,0.0,-0.990346049635,300.653388956,99999.2200506
-0.356069780148,9.37997590929e-20,-0.395455134826,0.00028457634255,1.12115687503,0.0,-1.0037501724,300.632120622,99999.4325931
-0.387911658307,1.08599462915e-18,-0.364272768264,0.0002845656149,0.976950876834,-3.02994753566e-13,-0.992930234965,300.613769677,99999.6479647
-0.4170328664,0.0,-0.330536165494,0.0002845682381,0.834015388513,1.64920271258e-13,-0.957610058512,300.597987244,99999.8595968
-0.443228509296,0.0,-0.294480687851,0.00028456410385,0.696646160592,1.82650578192e-13,-0.898272618092,300.58451788,100000.061063
-0.466315588518,9.37994885087e-20,-0.256359658781,0.0002845727568,0.568992440341,0.0,-0.816135871267,300.573153874,100000.246221
-0.486131537024,9.38002262424e-20,-0.216439922031,0.00028457144055,0.454882991689,1.2005614368e-13,-0.713115733881,300.563760962,100000.409477
-0.502537807792,1.08598801171e-18,-0.175002347651,0.0002845673058,0.357702104976,-1.44774807957e-13,-0.59169922875,300.556313288,100000.545984
-0.515419693471,0.0,-0.132337348898,0.0002845734691,0.280174623024,2.76462511781e-13,-0.454330930032,300.550880225,100000.652332
-0.524685451053,9.92173786512e-19,-0.0887436845344,0.000284571432535,0.224795773634,0.0,-0.304250503085,300.547855354,100000.724124
-0.530270599528,-1.0859874583e-18,-0.0445279954013,0.00028456761555,0.193716722886,1.0714281258e-13,-0.154795876334,300.548795194,100000.754235
-0.53213663848,0.0,0.0,0.00028456636672,0.176922296987,-3.26033369093e-13,0.00270963518841,300.563497357,100000.758491
-0.530270599528,1.08598684544e-18,0.0445279954013,0.00028456761555,0.191168614788,1.06201703876e-13,0.157800066531,300.553197779,100000.753235
-0.524685451053,-9.92173786512e-19,0.0887436845344,0.000284571432535,0.222979402989,0.0,0.306245951982,300.552171417,100000.722187
-0.515419693471,0.0,0.132337348898,0.0002845734691,0.278773874374,4.60730867386e-13,0.455216789925,300.554820824,100000.650335
-0.502537807792,-1.0859881513e-18,0.175002347651,0.0002845673058,0.356532317925,-4.34648588255e-13,0.59179426627,300.559860266,100000.544345
-0.486131537024,-9.37999221992e-20,0.216439922031,0.00028457144055,0.453840660426,5.22735426524e-21,0.71270913933,300.56695101,100000.408303
-0.466315588518,-9.37997785826e-20,0.256359658781,0.0002845727568,0.568005896739,0.0,0.815415829158,300.576037707,100000.245536
-0.443228509296,0.0,0.294480687851,0.00028456410385,0.695671705877,-1.82855825554e-13,0.897369678071,300.587145205,100000.060845
-0.4170328664,0.0,0.330536165494,0.0002845682381,0.833030469642,4.95289461972e-13,0.95661739289,300.600402588,99999.859792
-0.387911658307,-1.08599451674e-18,0.364272768264,0.0002845656149,0.975945789173,-1.51647872191e-13,0.991912245654,300.616011672,99999.6485071
-0.356069780148,-9.37996476976e-20,0.395455134826,0.00028457634255,1.12012938924,0.0,1.00275008685,300.634222391,99999.4334164
-0.32173001231,0.0,0.423863764722,0.00028457000825,1.26118812191,1.33411656419e-13,0.98939209116,300.655379061,99999.2210932
-0.285133518699,0.0,0.449298863003,0.00028457173425,1.39476459905,6.36923266261e-14,0.952879803471,300.679912225,99999.0181548
-0.246537121085,-2.07818160618e-18,0.471582342173,0.00028456655815,1.5166625646,0.0,0.895067939736,300.708381058,99998.8310367
-0.20621137438,0.0,0.490557954832,0.00028456946075,1.62296171553,1.73464123788e-19,0.818573058773,300.741519262,99998.6657072
-0.164439340704,1.98438799651e-18,0.506092524496,0.0002845656356,1.71010465196,-5.89966759115e-14,0.726756989979,300.780267051,99998.5276964
-0.121514277715,0.0,0.518077734233,0.000284570919835,1.77525416552,2.93364576268e-14,0.623734946872,300.82588935,99998.4217181
-0.0777361913684,-1.08597620965e-18,0.526428876488,0.000284570604115,1.81648047194,-1.00227997207e-19,0.511919092065,300.875637569,99998.3505327
-0.0334128857773,2.07816820789e-18,0.531087125232,0.000284568420585,1.83207142283,2.21022044285e-14,0.392405977613,300.925609831,99998.3139826
0.0111442730233,0.0,0.532020218568,0.00028456819905,1.81995868777,2.24496498701e-14,0.26876120492,300.97636034,99998.3139283
0.0556235495193,2.17196466046e-18,0.529221914126,0.0002845688518,1.77829952203,-3.07689306322e-14,0.14556542701,301.028520876,99998.3524386
0.0997123669777,0.0,0.52271154605,0.000284567528675,1.70605558214,0.0,0.0281939686402,301.082848052,99998.4298148
0.143101958501,9.38003786588e-20,0.512534504347,0.0002845731896,1.60327130875,0.0,-0.0773578280859,301.140321133,99998.5444206
0.185488221549,-3.07036071682e-18,0.498762896934,0.00028456762635,1.47133286284,0.0,-0.164725727311,301.202247539,99998.6921127
0.226573149175,-2.17196666027e-18,0.481492521552,0.0002845685506,1.31315622587,1.6117841842e-13,-0.227549176291,301.270504713,99998.8660675
0.266068599342,-9.37996808832e-20,0.460844722764,0.00028456990365,1.13345782443,-2.74377753488e-13,-0.26004164836,301.347965185,99999.0565461
0.303698011384,2.17193203738e-18,0.436964243585,0.0002845737096,0.938697298512,-1.07911300465e-13,-0.257584857661,301.439509865,99999.2506477
0.339197290189,0.0,0.410018650497,0.0002845692599,0.737519607686,-5.38424628085e-13,-0.217872973405,301.556465609,99999.4336467
0.372316400791,3.07043942659e-18,0.380197647314,0.0002845602075,0.53835107688,5.50048296307e-13,-0.138958306655,301.720556627,99999.5881477
0.402825033149,9.37994635082e-20,0.347710051175,0.00028457566135,0.363518897229,0.0,-0.0319743003029,302.07330141,99999.704372
0.430508589922,1.08597325473e-18,0.31278251509,0.000284571374,0.142482437033,0.0,0.0980912575936,305.725044909,99999.7497274
0.455171306174,-2.1719937816e-18,0.27566155811,0.0002845648712,-0.0686716935169,0.0,0.177206855379,308.988502972,99999.7397537
0.476641733525,0.0,0.236606920347,0.00028457575305,-0.135709577152,9.63931153262e-13,0.24071926872,308.175359951,99999.7157112
0.494768982991,-1.08598113218e-18,0.195892462663,0.00028456927565,-0.146053652261,-5.97768090207e-13,0.289627833866,307.302747917,99999.7187115
0.509425524705,-1.08599063191e-18,0.153804632451,0.00028456667645,-0.134826067808,0.0,0.283157141282,306.468990587,99999.7354625
0.520509055622,-2.07814473387e-18,0.110637641016,0.00028457175222,-0.132496592277,-1.56973860895e-13,0.24218940769,305.810356195,99999.7645822
0.527940781339,-1.98439011164e-18,0.0666943018467,0.000284565332285,-0.13791994824,5.61791082402e-13,0.165909969097,305.31039548,99999.7963116
0.531670348203,1.42005908667e-19,0.0222835457563,0.000284569448195,-0.158635550913,-4.08197738771e-13,0.0727206653923,304.942076315,99999.8103372
0.596078940279,-1.78070430765e-18,-0.0249831518062,0.00032549248571,-0.228336721698,9.33621317567e-14,-0.0357601071354,302.629282029,99999.7724728
0.591897737945,2.69637425725e-18,-0.0747736433408,0.00032548875407,-0.175652701849,-1.23337366503e-13,-0.0906153461174,302.81180091,99999.7613635
0.583565522871,-9.61441785478e-19,-0.124040350675,0.0003255030405,-0.124199182692,1.34310261547e-13,-0.127358399881,303.115777052,99999.744647
0.571139500462,2.88442875996e-18,-0.172437301581,0.00032548990965,-0.0660831106226,3.35967419229e-13,-0.120747179781,303.593753426,99999.7324378
0.554707017824,-2.79042238543e-18,-0.219623658134,0.0003254868927,0.0669821532973,3.79284650046e-13,-0.0644590926775,304.417449433,99999.7388515
0.534383682413,-9.4032733806e-20,-0.265270110986,0.00032549363315,0.290509046627,-2.73741183535e-13,0.030465781607,304.838762201,99999.7412554
0.510312753922,2.79042663429e-18,-0.309055963745,0.0003254861738,0.484953117222,6.8982633587e-13,0.127865881437,303.870469876,99999.7341051
0.482661644596,9.61453308153e-19,-0.350674142533,0.0003254985168,0.654180066733,-9.92114802817e-13,0.208435877161,302.29958491,99999.758864
0.451624159734,0.0,-0.389832927636,0.0003254987962,0.798777550054,4.03349898452e-13,0.288623446051,301.189047752,99999.7750806
0.417420252857,0.0,-0.426256286017,0.00032547518555,0.927731840986,-1.74575540033e-13,0.365389812916,300.936123379,99999.7446357
0.38028896848,8.67442960584e-19,-0.459689472417,0.00032549035335,1.0569318797,3.11694906293e-13,0.428855731397,300.759927827,99999.686386
0.340489312679,0.0,-0.489899658909,0.0003254977392,1.18048992836,-2.85830668376e-13,0.471583949805,300.612853944,99999.6050678
0.298301137707,-1.92298888218e-18,-0.516672814001,0.0003254834486,1.29750700576,2.6777043732e-13,0.49185066582,300.486259553,99999.510083
0.254021168113,9.61456738685e-19,-0.539822385225,0.0003254970247,1.40604180993,-1.41181020202e-19,0.488401523476,300.376679979,99999.4089607
0.207958655604,9.40326891767e-20,-0.559184989144,0.00032549724615,1.5043141329,-6.16547779046e-14,0.461191958222,300.282679922,99999.3091966
0.160437622544,-8.6744091744e-19,-0.574625074559,0.00032549112,1.59015703964,6.02913342032e-14,0.410955140529,300.203426635,99999.2174831
