x_m,y_m,z_m,cell_volume_m3,U_x_m_per_s,U_y_m_per_s,U_z_m_per_s,T_K,p_m2_per_s2,p_rgh_m2_per_s2,k_m2_per_s2,epsilon_m2_per_s3,nut_m2_per_s,alphat_m2_per_s
6.25,4.75,8.75,0.125,0.0193632,0.00669933,0.0447314,300.713,-44.0561,2.44178,0.000164706,3.38892e-06,0.000720446,0.000847614
6.75,4.75,8.75,0.125,0.0241738,0.00483457,0.0420938,300.709,-44.0561,2.44224,0.0001612,3.2813e-06,0.000712735,0.000838543
7.25,4.75,8.75,0.125,0.0277025,0.00320348,0.0388674,300.705,-44.0561,2.44281,0.000154562,3.0807e-06,0.000697908,0.000821099
7.75,4.75,8.75,0.125,0.0299255,0.00171177,0.0354115,300.7,-44.0562,2.44346,0.000145875,2.82465e-06,0.00067802,0.000797699
8.25,4.75,8.75,0.125,0.0301737,-2.63539e-05,0.0319402,300.695,-44.0562,2.44416,0.000135446,2.52716e-06,0.000653344,0.000768663
8.75,4.75,8.75,0.125,0.0286985,-0.00244,0.028703,300.69,-44.0561,2.44499,0.000123562,2.20192e-06,0.000624036,0.000734177
9.25,4.75,8.75,0.125,0.0218817,-0.00633034,0.0259016,300.684,-44.056,2.44593,0.000109409,1.83462e-06,0.000587225,0.000690864
9.75,4.75,8.75,0.125,0.0145487,-0.0146957,0.0251266,300.676,-44.0556,2.44732,9.35768e-05,1.45113e-06,0.000543092,0.000638936
0.25,0.25,9.25,0.125,0.00885536,-0.0164867,-0.0194162,300.664,-0.000370691,2.44724,4.56696e-05,4.9467e-07,0.000379473,0.000446415
0.75,0.25,9.25,0.125,0.0161742,-0.00842012,-0.0164173,300.662,-0.000513192,2.44712,4.59678e-05,4.99504e-07,0.000380726,0.000447881
1.25,0.25,9.25,0.125,0.017244,-0.000566092,-0.0115768,300.654,-0.000632034,2.44705,3.94891e-05,3.97691e-07,0.000352899,0.000415136
1.75,0.25,9.25,0.125,0.009161,0.00838754,-0.00751825,300.641,-0.000506155,2.44728,3.10993e-05,2.77878e-07,0.000313248,0.000368433
2.25,0.25,9.25,0.125,-0.00772153,-0.00165147,-0.00173466,300.587,-0.000419567,2.44776,9.24379e-06,4.50379e-08,0.000170751,0.000200819
2.75,0.25,9.25,0.125,-0.0025557,-0.0033179,-0.000121728,300.592,-0.000427272,2.44772,8.38183e-06,3.88885e-08,0.000162592,0.000191262
3.25,0.25,9.25,0.125,-0.00323839,-0.00144586,0.000117354,300.599,-0.000413627,2.44768,7.46489e-06,3.27824e-08,0.000152985,0.000181295
3.75,0.25,9.25,0.125,-0.00164142,-0.000560704,0.000318682,300.598,-0.000413439,2.44769,5.53916e-06,2.11545e-08,0.000130535,0.000158022
4.25,0.25,9.25,0.125,-0.000705415,-0.000186314,-3.9112e-05,300.599,-0.000409399,2.44768,4.7972e-06,1.82927e-08,0.000113224,0.000162728
4.75,0.25,9.25,0.125,-0.000866136,-0.00286194,0.000143602,300.595,-0.000426783,2.44769,5.56036e-06,1.52377e-08,0.000182611,9.98791e-05
5.25,0.25,9.25,0.125,0.000257954,-0.000549813,0.000409075,300.604,-0.000398554,2.44766,4.41575e-06,2.13252e-08,8.22922e-05,0.000224027
5.75,0.25,9.25,0.125,0.00146077,-0.000984773,0.000365826,300.597,-0.000415117,2.44769,4.96017e-06,1.67688e-08,0.000132048,0.000135427
6.25,0.25,9.25,0.125,0.00131502,-0.000534903,0.000136576,300.597,-0.000414876,2.44769,5.56695e-06,2.05875e-08,0.000135479,0.000151062
6.75,0.25,9.25,0.125,0.00313334,-0.00143779,0.000110665,300.599,-0.000413811,2.44768,7.46116e-06,3.24728e-08,0.000154289,0.000179114
7.25,0.25,9.25,0.125,0.00247897,-0.00331601,-9.10546e-05,300.592,-0.000426529,2.44772,8.42759e-06,3.92069e-08,0.000163037,0.000191592
7.75,0.25,9.25,0.125,0.00764164,-0.00173515,-0.00165468,300.587,-0.000419613,2.44776,9.22704e-06,4.49283e-08,0.000170548,0.000200613
8.25,0.25,9.25,0.125,-0.00893272,0.00850526,-0.00719133,300.64,-0.000504431,2.44728,3.07446e-05,2.73186e-07,0.000311402,0.000366323
8.75,0.25,9.25,0.125,-0.0171333,-0.000389351,-0.0112888,300.654,-0.000630351,2.44706,3.92241e-05,3.93673e-07,0.000351734,0.000413755
9.25,0.25,9.25,0.125,-0.0161909,-0.00826632,-0.0161991,300.662,-0.000515497,2.44711,4.57156e-05,4.95376e-07,0.000379696,0.00044666
9.75,0.25,9.25,0.125,-0.0089103,-0.016467,-0.0192468,300.664,-0.000370999,2.44724,4.54997e-05,4.91894e-07,0.000378781,0.00044559
0.25,0.75,9.25,0.125,0.00400312,-0.0234149,-0.00991464,300.676,-4.8961,2.44649,4.93132e-05,5.55051e-07,0.000394309,0.000463872
0.75,0.75,9.25,0.125,0.00915027,-0.0120447,-0.00931623,300.677,-4.89616,2.44641,6.31075e-05,6.34599e-07,0.000564813,0.000664472
1.25,0.75,9.25,0.125,0.013221,0.00380676,-0.00742376,300.673,-4.89623,2.44642,5.36678e-05,4.89692e-07,0.000529354,0.000622681
1.75,0.75,9.25,0.125,0.0136005,0.0131993,-0.00622883,300.658,-4.89625,2.44674,3.79948e-05,3.1382e-07,0.000414008,0.000486996
2.25,0.75,9.25,0.125,0.0105024,0.00819464,-0.00535593,300.643,-4.89636,2.44695,2.94687e-05,2.1598e-07,0.00036187,0.000425685
2.75,0.75,9.25,0.125,0.00420036,0.00299457,-0.00365131,300.641,-4.89632,2.44703,2.49576e-05,1.57321e-07,0.00035634,0.000419165
3.25,0.75,9.25,0.125,-0.00215384,-0.00205301,-0.000442992,300.64,-4.8963,2.44707,1.64128e-05,7.01273e-08,0.000345718,0.000406438
3.75,0.75,9.25,0.125,-0.00168832,-0.00216905,0.000830843,300.644,-4.89628,2.447,1.22873e-05,4.29125e-08,0.000316644,0.000372681
4.25,0.75,9.25,0.125,-0.00133066,-0.00125172,0.0014804,300.645,-4.89627,2.44699,1.06201e-05,3.08007e-08,0.000329563,0.000389835
4.75,0.75,9.25,0.125,-0.000401559,-0.00138996,0.00207056,300.644,-4.89627,2.447,1.00379e-05,2.46388e-08,0.00036805,0.000421967
5.25,0.75,9.25,0.125,0.000269892,-0.000105526,0.00239051,300.645,-4.89626,2.447,9.81708e-06,2.42039e-08,0.000358362,0.000432938
5.75,0.75,9.25,0.125,0.00140581,-0.00162127,0.00153575,300.645,-4.89627,2.44698,1.06251e-05,3.08316e-08,0.000329543,0.000386142
6.25,0.75,9.25,0.125,0.00160659,-0.00217826,0.000811706,300.644,-4.89629,2.447,1.2193e-05,4.24331e-08,0.000315327,0.000370376
6.75,0.75,9.25,0.125,0.00210942,-0.00209037,-0.00043363,300.64,-4.8963,2.44707,1.62559e-05,6.9172e-08,0.000343824,0.000404567
7.25,0.75,9.25,0.125,-0.00414488,0.00292576,-0.00359011,300.641,-4.89632,2.44704,2.47855e-05,1.55625e-07,0.000355271,0.000418035
7.75,0.75,9.25,0.125,-0.0105092,0.00818077,-0.00528261,300.643,-4.89636,2.44695,2.92564e-05,2.1371e-07,0.000360462,0.000424037
8.25,0.75,9.25,0.125,-0.013542,0.0132901,-0.00610889,300.657,-4.89625,2.44675,3.76172e-05,3.09723e-07,0.000411189,0.000483688
8.75,0.75,9.25,0.125,-0.0132978,0.00414374,-0.00729605,300.672,-4.89623,2.44643,5.31309e-05,4.83828e-07,0.000525104,0.000617682
9.25,0.75,9.25,0.125,-0.00918577,-0.0118176,-0.00919243,300.677,-4.89616,2.44641,6.30148e-05,6.33164e-07,0.000564432,0.000664029
9.75,0.75,9.25,0.125,-0.00403384,-0.0234554,-0.00984902,300.675,-4.8961,2.44649,4.91815e-05,5.52813e-07,0.000393792,0.000463255
0.25,1.25,9.25,0.125,0.00272974,-0.0341115,-0.00507261,300.677,-9.79141,2.44618,5.31846e-05,6.21695e-07,0.000409484,0.000481725
0.75,1.25,9.25,0.125,0.00682538,-0.0237093,-0.00688011,300.679,-9.79143,2.44608,7.06571e-05,7.16803e-07,0.000626837,0.000737443
1.25,1.25,9.25,0.125,0.0106474,-0.00860709,-0.00657244,300.68,-9.7915,2.44597,7.38561e-05,7.14855e-07,0.000686747,0.000807906
1.75,1.25,9.25,0.125,0.0156255,0.00615122,-0.00611141,300.671,-9.79161,2.4462,5.50633e-05,4.80256e-07,0.000568192,0.000668411
2.25,1.25,9.25,0.125,0.0160935,0.00703647,-0.00586904,300.662,-9.79172,2.44641,3.96863e-05,3.04901e-07,0.000464905,0.000546912
2.75,1.25,9.25,0.125,0.0129653,0.0052723,-0.00489845,300.658,-9.79175,2.44656,3.08432e-05,2.08682e-07,0.000410278,0.000482667
3.25,1.25,9.25,0.125,0.0089788,0.00285391,-0.00397766,300.657,-9.79173,2.4466,2.57999e-05,1.55624e-07,0.000384947,0.000452869
3.75,1.25,9.25,0.125,0.00385366,4.63715e-05,-0.0022775,300.657,-9.7917,2.44665,2.04164e-05,1.04176e-07,0.000360111,0.000423916
4.25,1.25,9.25,0.125,0.000719085,-0.00176898,0.000637695,300.657,-9.79168,2.44664,1.50641e-05,5.74358e-08,0.000355588,0.000418465
4.75,1.25,9.25,0.125,-2.60046e-05,-0.00190011,0.0033914,300.659,-9.79168,2.44658,1.30037e-05,3.74022e-08,0.00040689,0.000478268
5.25,1.25,9.25,0.125,-4.14641e-05,-0.00176802,0.00338523,300.659,-9.79168,2.44659,1.29453e-05,3.72288e-08,0.000405123,0.000476687
5.75,1.25,9.25,0.125,-0.000815496,-0.0017592,0.000606982,300.657,-9.79168,2.44664,1.50974e-05,5.79545e-08,0.000353965,0.000416224
6.25,1.25,9.25,0.125,-0.00391797,3.14913e-05,-0.0022677,300.657,-9.7917,2.44665,2.03112e-05,1.03469e-07,0.000358842,0.000421937
6.75,1.25,9.25,0.125,-0.00901444,0.00280209,-0.00394784,300.657,-9.79173,2.44661,2.56873e-05,1.54652e-07,0.000383995,0.000451736
7.25,1.25,9.25,0.125,-0.012973,0.00521573,-0.00487007,300.658,-9.79175,2.44656,3.06649e-05,2.06993e-07,0.000408856,0.000480994
7.75,1.25,9.25,0.125,-0.0161053,0.00703905,-0.00584647,300.662,-9.79172,2.44642,3.94023e-05,3.02007e-07,0.000462667,0.000544278
8.25,1.25,9.25,0.125,-0.0156639,0.00628945,-0.0060968,300.671,-9.79161,2.44621,5.46344e-05,4.75493e-07,0.000564977,0.000664629
8.75,1.25,9.25,0.125,-0.010742,-0.00828883,-0.006544,300.68,-9.79151,2.44597,7.35631e-05,7.11135e-07,0.000684874,0.000805704
9.25,1.25,9.25,0.125,-0.00683911,-0.0235197,-0.0068426,300.679,-9.79143,2.44608,7.05533e-05,7.15177e-07,0.000626417,0.000736947
9.75,1.25,9.25,0.125,-0.00273618,-0.0341617,-0.00508717,300.677,-9.7914,2.44618,5.30499e-05,6.19322e-07,0.000408974,0.000481121
0.25,1.75,9.25,0.125,0.00243288,-0.0390928,-0.00178516,300.678,-14.6866,2.44595,5.64249e-05,6.79379e-07,0.000421766,0.000496175
0.75,1.75,9.25,0.125,0.00588965,-0.0296135,-0.00584848,300.681,-14.6866,2.44581,6.95241e-05,6.96909e-07,0.000624219,0.000734339
1.25,1.75,9.25,0.125,0.00709858,-0.0159736,-0.00722351,300.683,-14.6867,2.44559,6.83703e-05,6.37183e-07,0.000660258,0.000776724
1.75,1.75,9.25,0.125,0.011284,-0.00262194,-0.00774935,300.683,-14.6868,2.4455,5.75102e-05,4.95152e-07,0.000601165,0.000707201
2.25,1.75,9.25,0.125,0.0142743,0.00351972,-0.00733801,300.677,-14.6869,2.44569,4.31989e-05,3.32867e-07,0.000504567,0.000593567
2.75,1.75,9.25,0.125,0.0135043,0.00492483,-0.00654054,300.672,-14.687,2.44592,3.31671e-05,2.28354e-07,0.000433559,0.000510044
3.25,1.75,9.25,0.125,0.0109582,0.00417567,-0.00554893,300.669,-14.687,2.4461,2.63115e-05,1.61705e-07,0.00038531,0.000453303
3.75,1.75,9.25,0.125,0.00763373,0.00285375,-0.00405999,300.667,-14.6869,2.44619,2.10977e-05,1.14042e-07,0.000351273,0.000413399
4.25,1.75,9.25,0.125,0.00404471,0.00150434,-0.0018444,300.667,-14.6869,2.44622,1.76611e-05,8.14039e-08,0.000344851,0.000405519
4.75,1.75,9.25,0.125,0.00105446,0.000131448,0.00158914,300.667,-14.6869,2.44624,1.69504e-05,6.25625e-08,0.00041332,0.000486005
5.25,1.75,9.25,0.125,-0.00112995,0.000150505,0.001566,300.667,-14.6869,2.44624,1.68488e-05,6.21373e-08,0.000411176,0.000483905
5.75,1.75,9.25,0.125,-0.00409454,0.00150139,-0.00183411,300.667,-14.6869,2.44622,1.75824e-05,8.09929e-08,0.000343519,0.000404207
6.25,1.75,9.25,0.125,-0.00765385,0.00281141,-0.0040321,300.667,-14.6869,2.44619,2.10121e-05,1.13385e-07,0.000350451,0.000412262
6.75,1.75,9.25,0.125,-0.0109641,0.00409916,-0.00551774,300.669,-14.687,2.4461,2.61877e-05,1.60625e-07,0.000384259,0.000452039
7.25,1.75,9.25,0.125,-0.0135132,0.00485767,-0.00652105,300.672,-14.687,2.44592,3.29564e-05,2.26373e-07,0.000431814,0.000507981
7.75,1.75,9.25,0.125,-0.0143076,0.00354299,-0.00733434,300.677,-14.6869,2.4457,4.2839e-05,3.29197e-07,0.000501725,0.000590215
8.25,1.75,9.25,0.125,-0.0113714,-0.00243525,-0.0077611,300.683,-14.6868,2.44551,5.69808e-05,4.89203e-07,0.000597325,0.000702673
8.75,1.75,9.25,0.125,-0.00712526,-0.0157036,-0.00723224,300.683,-14.6867,2.44558,6.79519e-05,6.31929e-07,0.000657623,0.000773616
9.25,1.75,9.25,0.125,-0.00586623,-0.0294646,-0.00586624,300.681,-14.6866,2.44581,6.92735e-05,6.93287e-07,0.000622966,0.000732859
9.75,1.75,9.25,0.125,-0.00242025,-0.039146,-0.00185314,300.678,-14.6866,2.44595,5.62648e-05,6.76477e-07,0.000421175,0.000495479
0.25,2.25,9.25,0.125,0.0021609,-0.0417877,0.000613754,300.679,-19.5817,2.44588,5.96889e-05,7.39184e-07,0.000433787,0.000510318
0.75,2.25,9.25,0.125,0.00539497,-0.0328119,-0.00528232,300.681,-19.5817,2.44567,7.16435e-05,7.26789e-07,0.000635605,0.000747726
1.25,2.25,9.25,0.125,0.00412212,-0.0204868,-0.00789633,300.685,-19.5818,2.44535,6.97798e-05,6.59524e-07,0.000664464,0.000781664
1.75,2.25,9.25,0.125,0.00524405,-0.0080771,-0.00949359,300.687,-19.5819,2.44508,5.9223e-05,5.25956e-07,0.000600171,0.000706023
2.25,2.25,9.25,0.125,0.00601968,-0.000669798,-0.0101132,300.687,-19.582,2.445,4.61923e-05,3.82163e-07,0.000502497,0.000591121
2.75,2.25,9.25,0.125,0.00613082,0.00324116,-0.00929195,300.685,-19.582,2.44514,3.60533e-05,2.73155e-07,0.000428276,0.000503794
3.25,2.25,9.25,0.125,0.0050334,0.00449056,-0.00795986,300.681,-19.582,2.44535,2.85498e-05,1.95272e-07,0.000375672,0.00044192
3.75,2.25,9.25,0.125,0.00325626,0.00454732,-0.00652143,300.679,-19.582,2.44551,2.24201e-05,1.36319e-07,0.000331863,0.000390482
4.25,2.25,9.25,0.125,0.00136088,0.00433192,-0.00506596,300.677,-19.582,2.44562,1.78253e-05,9.51246e-08,0.000300623,0.000353445
4.75,2.25,9.25,0.125,0.000120156,0.00407062,-0.00339148,300.677,-19.582,2.44567,1.61503e-05,7.69846e-08,0.000304929,0.000358271
5.25,2.25,9.25,0.125,-9.92613e-05,0.00406545,-0.00338902,300.677,-19.582,2.44566,1.61228e-05,7.69678e-08,0.00030396,0.000357841
5.75,2.25,9.25,0.125,-0.00130089,0.0043124,-0.00503516,300.677,-19.582,2.44562,1.77778e-05,9.48529e-08,0.000299879,0.000352803
6.25,2.25,9.25,0.125,-0.00316502,0.00451824,-0.00647318,300.679,-19.582,2.44551,2.23262e-05,1.35461e-07,0.000331176,0.000389555
6.75,2.25,9.25,0.125,-0.00494437,0.00445577,-0.00791515,300.681,-19.582,2.44535,2.83887e-05,1.93668e-07,0.000374521,0.000440552
7.25,2.25,9.25,0.125,-0.00606939,0.00323341,-0.00926332,300.685,-19.582,2.44514,3.57744e-05,2.70244e-07,0.000426218,0.000501379
7.75,2.25,9.25,0.125,-0.0060172,-0.00059431,-0.010107,300.687,-19.582,2.44501,4.57177e-05,3.76991e-07,0.000498976,0.000586979
8.25,2.25,9.25,0.125,-0.00523142,-0.00791064,-0.00951885,300.687,-19.5819,2.44508,5.86521e-05,5.19452e-07,0.000596026,0.000701141
8.75,2.25,9.25,0.125,-0.00408385,-0.0202653,-0.00792586,300.685,-19.5818,2.44535,6.93167e-05,6.53674e-07,0.000661542,0.000778217
9.25,2.25,9.25,0.125,-0.00533955,-0.0326874,-0.00533635,300.681,-19.5817,2.44566,7.13336e-05,7.22298e-07,0.000634036,0.000745874
9.75,2.25,9.25,0.125,-0.00213919,-0.0418216,0.000515469,300.679,-19.5817,2.44588,5.94967e-05,7.35606e-07,0.000433095,0.000509506
0.25,2.75,9.25,0.125,0.00152768,-0.0427031,0.00242155,300.679,-24.4766,2.44596,6.33258e-05,8.07771e-07,0.000446802,0.000525631
0.75,2.75,9.25,0.125,0.00489494,-0.0332216,-0.00474563,300.682,-24.4767,2.44558,7.50003e-05,7.76311e-07,0.000652128,0.000767168
1.25,2.75,9.25,0.125,0.00158793,-0.0217672,-0.00784443,300.686,-24.4768,2.44517,7.40697e-05,7.17522e-07,0.000688158,0.000809546
1.75,2.75,9.25,0.125,0.00119336,-0.010414,-0.00955353,300.689,-24.4769,2.44482,6.73476e-05,6.26504e-07,0.000651573,0.000766494
2.25,2.75,9.25,0.125,-0.000414593,-0.00265796,-0.010506,300.691,-24.477,2.44462,5.6784e-05,5.15367e-07,0.000563089,0.000662403
2.75,2.75,9.25,0.125,-0.000374618,0.00182783,-0.0104959,300.69,-24.477,2.44463,4.53972e-05,3.9865e-07,0.000465275,0.000547318
3.25,2.75,9.25,0.125,-0.000744236,0.00359932,-0.00970091,300.689,-24.477,2.44472,3.83566e-05,3.23421e-07,0.000409406,0.000481583
3.75,2.75,9.25,0.125,-0.000966622,0.00443226,-0.00886601,300.688,-24.477,2.4448,3.2559e-05,2.6229e-07,0.000363749,0.000427886
4.25,2.75,9.25,0.125,-0.00100113,0.00457703,-0.00828085,300.687,-24.477,2.44486,2.87425e-05,2.23166e-07,0.000333169,0.000391905
4.75,2.75,9.25,0.125,-0.000527044,0.0042437,-0.00784882,300.687,-24.477,2.44489,2.7169e-05,2.04872e-07,0.00032427,0.000381419
5.25,2.75,9.25,0.125,0.000586296,0.00422485,-0.00785523,300.687,-24.477,2.44489,2.71779e-05,2.05032e-07,0.00032423,0.000381429
5.75,2.75,9.25,0.125,0.00107623,0.0045442,-0.00827578,300.687,-24.477,2.44486,2.87105e-05,2.22829e-07,0.00033293,0.000391656
6.25,2.75,9.25,0.125,0.00105731,0.00441262,-0.00883909,300.688,-24.477,2.44481,3.24375e-05,2.60917e-07,0.00036294,0.000426958
6.75,2.75,9.25,0.125,0.000837604,0.00359871,-0.00966269,300.689,-24.477,2.44472,3.81289e-05,3.20811e-07,0.000407852,0.000479792
7.25,2.75,9.25,0.125,0.000453895,0.00186178,-0.0104654,300.69,-24.477,2.44463,4.50514e-05,3.94727e-07,0.000462768,0.000544395
7.75,2.75,9.25,0.125,0.000487228,-0.00253284,-0.0105082,300.691,-24.477,2.44462,5.62186e-05,5.09206e-07,0.000558611,0.000657149
8.25,2.75,9.25,0.125,-0.00112416,-0.0102419,-0.00958004,300.689,-24.4769,2.44482,6.68156e-05,6.20357e-07,0.000647674,0.000761905
8.75,2.75,9.25,0.125,-0.00151251,-0.0215713,-0.00788221,300.686,-24.4768,2.44517,7.36113e-05,7.11587e-07,0.000685336,0.000806215
9.25,2.75,9.25,0.125,-0.00482389,-0.0331118,-0.00481853,300.682,-24.4767,2.44558,7.467e-05,7.71404e-07,0.000650509,0.000765256
9.75,2.75,9.25,0.125,-0.00150473,-0.0427057,0.00230915,300.679,-24.4766,2.44596,6.30919e-05,8.03291e-07,0.000445982,0.000524669
0.25,3.25,9.25,0.125,0.00025037,-0.0418935,0.00410971,300.678,-29.3715,2.44616,6.72951e-05,8.84907e-07,0.000460587,0.00054185
0.75,3.25,9.25,0.125,0.00365532,-0.031697,-0.00348957,300.683,-29.3717,2.44554,7.85015e-05,8.33988e-07,0.000665027,0.000782351
1.25,3.25,9.25,0.125,-0.00109075,-0.0213473,-0.00666919,300.688,-29.3717,2.445,7.88475e-05,7.87089e-07,0.000710877,0.000836287
1.75,3.25,9.25,0.125,-0.00182244,-0.011924,-0.00811373,300.691,-29.3719,2.44457,7.63182e-05,7.34209e-07,0.000713969,0.000839911
2.25,3.25,9.25,0.125,-0.0033986,-0.0056783,-0.00894087,300.692,-29.3719,2.44434,7.20114e-05,6.83291e-07,0.00068303,0.000803494
2.75,3.25,9.25,0.125,-0.00353255,-0.00198786,-0.00938962,300.693,-29.372,2.44424,6.42317e-05,6.02537e-07,0.000616251,0.000724906
3.25,3.25,9.25,0.125,-0.00321671,0.000278901,-0.00965166,300.692,-29.372,2.44425,5.39068e-05,4.96466e-07,0.000526793,0.00061965
3.75,3.25,9.25,0.125,-0.00273482,0.00159937,-0.00962204,300.692,-29.372,2.44429,4.62558e-05,4.17378e-07,0.000461366,0.000542692
4.25,3.25,9.25,0.125,-0.00193604,0.00208783,-0.00955147,300.692,-29.372,2.44432,4.20191e-05,3.72975e-07,0.000426047,0.000501148
4.75,3.25,9.25,0.125,-0.000770878,0.00196916,-0.00947871,300.691,-29.372,2.44436,3.95458e-05,3.45106e-07,0.00040784,0.000479735
5.25,3.25,9.25,0.125,0.000854305,0.00194756,-0.0094826,300.691,-29.372,2.44436,3.95344e-05,3.44907e-07,0.000407841,0.000479758
5.75,3.25,9.25,0.125,0.00201249,0.00205722,-0.00954986,300.692,-29.372,2.44432,4.19317e-05,3.71841e-07,0.00042557,0.000500624
6.25,3.25,9.25,0.125,0.0028123,0.00159257,-0.00960895,300.692,-29.372,2.44429,4.60632e-05,4.15048e-07,0.0004601,0.000541253
6.75,3.25,9.25,0.125,0.00329352,0.000299763,-0.00963898,300.692,-29.372,2.44426,5.35465e-05,4.9233e-07,0.000524142,0.000616596
7.25,3.25,9.25,0.125,0.00360029,-0.00193453,-0.009389,300.693,-29.372,2.44424,6.37381e-05,5.96984e-07,0.00061246,0.000720491
7.75,3.25,9.25,0.125,0.00347306,-0.00558332,-0.00895344,300.692,-29.3719,2.44434,7.15191e-05,6.77688e-07,0.000679291,0.000799111
8.25,3.25,9.25,0.125,0.00190217,-0.0117873,-0.00814476,300.691,-29.3719,2.44457,7.58365e-05,7.28462e-07,0.000710546,0.000835879
8.75,3.25,9.25,0.125,0.0011722,-0.0211763,-0.00671604,300.688,-29.3717,2.445,7.83804e-05,7.80809e-07,0.00070813,0.000833043
9.25,3.25,9.25,0.125,-0.00358116,-0.0315997,-0.00357443,300.683,-29.3717,2.44554,7.81529e-05,8.28625e-07,0.000663398,0.000780427
9.75,3.25,9.25,0.125,-0.00023175,-0.0418689,0.00398853,300.678,-29.3715,2.44616,6.70242e-05,8.79564e-07,0.000459662,0.000540768
0.25,3.75,9.25,0.125,-0.0018886,-0.0383548,0.00631433,300.677,-34.2662,2.44656,7.17459e-05,9.74147e-07,0.000475568,0.000559478
0.75,3.75,9.25,0.125,0.00069746,-0.0275787,-0.00052798,300.684,-34.2665,2.44559,8.30927e-05,9.28209e-07,0.000669457,0.000787573
1.25,3.75,9.25,0.125,-0.00485811,-0.019463,-0.00309413,300.689,-34.2666,2.44492,8.57755e-05,9.13049e-07,0.000725228,0.000853186
1.75,3.75,9.25,0.125,-0.00571149,-0.0125603,-0.00370981,300.692,-34.2667,2.44439,8.79209e-05,9.02753e-07,0.00077065,0.000906611
2.25,3.75,9.25,0.125,-0.00673834,-0.00740398,-0.00383784,300.694,-34.2668,2.44407,9.05587e-05,9.14667e-07,0.000806937,0.000949281
2.75,3.75,9.25,0.125,-0.00620705,-0.00371534,-0.00398098,300.696,-34.2668,2.44388,9.04741e-05,9.01589e-07,0.000817113,0.000961225
3.25,3.75,9.25,0.125,-0.00508658,-0.00127885,-0.00432473,300.696,-34.2669,2.44379,8.77629e-05,8.63513e-07,0.000802778,0.000944331
3.75,3.75,9.25,0.125,-0.00352134,0.000456658,-0.00491868,300.696,-34.2669,2.44376,8.17689e-05,7.91455e-07,0.000760314,0.000894328
4.25,3.75,9.25,0.125,-0.00181686,0.00103984,-0.00553856,300.696,-34.2669,2.44378,7.39047e-05,7.0465e-07,0.000697612,0.000820546
4.75,3.75,9.25,0.125,-0.000512446,0.000958585,-0.00627646,300.695,-34.2669,2.44385,6.46658e-05,5.98628e-07,0.000628687,0.00073947
5.25,3.75,9.25,0.125,0.000603831,0.000942206,-0.00627171,300.695,-34.2669,2.44385,6.45951e-05,5.97687e-07,0.0006283,0.00073906
5.75,3.75,9.25,0.125,0.00189348,0.00102109,-0.00553745,300.696,-34.2669,2.44378,7.36473e-05,7.01469e-07,0.000695902,0.000818614
6.25,3.75,9.25,0.125,0.00358975,0.000466862,-0.00492534,300.696,-34.2669,2.44376,8.14004e-05,7.86839e-07,0.000757896,0.000891563
6.75,3.75,9.25,0.125,0.00515183,-0.00124264,-0.00433803,300.696,-34.2669,2.44379,8.73407e-05,8.58113e-07,0.000800077,0.000941196
7.25,3.75,9.25,0.125,0.00627393,-0.00365934,-0.00400066,300.696,-34.2668,2.44388,9.00214e-05,8.95786e-07,0.000814197,0.000957815
7.75,3.75,9.25,0.125,0.00680732,-0.00732116,-0.00386591,300.694,-34.2668,2.44407,9.00848e-05,9.08533e-07,0.000803905,0.000945716
8.25,3.75,9.25,0.125,0.00578034,-0.0124611,-0.00374721,300.692,-34.2667,2.44439,8.74531e-05,8.96518e-07,0.000767775,0.00090322
8.75,3.75,9.25,0.125,0.00491974,-0.0193547,-0.00314413,300.689,-34.2666,2.44492,8.52891e-05,9.06059e-07,0.000722559,0.000850034
9.25,3.75,9.25,0.125,-0.000631087,-0.0274958,-0.000623633,300.684,-34.2665,2.44558,8.27218e-05,9.22136e-07,0.000667863,0.000785691
9.75,3.75,9.25,0.125,0.00190257,-0.038313,0.00619175,300.677,-34.2662,2.44656,7.14455e-05,9.68033e-07,0.000474572,0.000558313
0.25,4.25,9.25,0.125,-0.00525446,-0.0293906,0.0101485,300.675,-39.1608,2.44725,7.73812e-05,1.09116e-06,0.000493885,0.00058103
0.75,4.25,9.25,0.125,-0.00560081,-0.0211741,0.00573156,300.683,-39.1612,2.44591,9.13646e-05,1.15687e-06,0.000649402,0.00076399
1.25,4.25,9.25,0.125,-0.0114087,-0.0164826,0.00475534,300.689,-39.1613,2.44504,0.000100642,1.25486e-06,0.00072645,0.000854641
1.75,4.25,9.25,0.125,-0.0127463,-0.0137963,0.005191,300.693,-39.1615,2.44437,0.000107523,1.32745e-06,0.000783843,0.000922165
2.25,4.25,9.25,0.125,-0.0131863,-0.0123602,0.00608748,300.695,-39.1616,2.44392,0.000113066,1.39795e-06,0.000823032,0.000968271
2.75,4.25,9.25,0.125,-0.0118103,-0.0117043,0.00673794,300.697,-39.1617,2.4436,0.000115462,1.43741e-06,0.000834723,0.000982017
3.25,4.25,9.25,0.125,-0.009699,-0.0115618,0.00714175,300.699,-39.1617,2.44336,0.000115433,1.44542e-06,0.000829677,0.000976069
3.75,4.25,9.25,0.125,-0.00702109,-0.0115719,0.00712093,300.7,-39.1617,2.4432,0.000111817,1.39824e-06,0.000804781,0.000946764
